Brand,Country,Year,Monthly_Production_Tonnes,Avg_Item_Price_USD,Release_Cycles_Per_Year,Carbon_Emissions_tCO2e,Water_Usage_Million_Litres,Landfill_Waste_Tonnes,Avg_Worker_Wage_USD,Working_Hours_Per_Week,Child_Labor_Incidents,Return_Rate_Percent,Avg_Spend_Per_Customer_USD,Shopping_Frequency_Per_Year,Instagram_Mentions_Thousands,TikTok_Mentions_Thousands,Sentiment_Score,Social_Sentiment_Label,GDP_Contribution_Million_USD,Env_Cost_Index,Sustainability_Score,Transparency_Index,Compliance_Score,Ethical_Rating
Zara,India,2023,493.43,29.97,10,7683.15,208.93,976.47,214.08,47,0,13.91,138.56,6,2759,1214,-0.89,Neutral,728.83,0.19,49.49,37.59,53.23,4.18
H&M,China,2015,562.62,14.89,29,5060.19,55.81,812.24,195.33,42,0,27.39,125.32,9,7377,5361,-0.8,Neutral,608.12,0.44,39.51,78.62,40.63,1.18
H&M,Brazil,2023,536.96,21.68,27,15589.84,212.7,718.68,113.65,42,0,22.87,122.72,9,9548,2397,0.38,Negative,374.37,0.54,83.6,26.48,21.06,4.01
Shein,USA,2023,245.2,17.9,24,5563.31,243.6,538.26,168.27,67,0,15.81,146.3,7,6783,1617,-0.66,Positive,639.76,0.34,57.48,96.46,60.77,2.05
Forever 21,Indonesia,2016,455.24,19.65,26,10099.15,193.8,905.93,148.73,57,0,33.5,162.28,11,6558,7100,1.0,Positive,436.07,0.97,36.48,79.21,24.16,0.29
Forever 21,India,2018,374.51,26.26,15,14286.32,85.05,615.31,151.03,59,0,32.06,103.52,13,6745,2464,0.88,Neutral,614.43,0.22,6.84,78.12,40.13,2.33
Forever 21,China,2015,521.18,23.41,26,2000.32,206.64,1027.25,102.82,62,3,31.86,70.31,11,9791,3311,-0.91,Neutral,835.39,0.96,32.32,70.06,59.43,2.86
H&M,UK,2019,242.76,23.44,28,9552.6,178.13,1274.44,235.17,41,0,26.77,106.13,17,8143,1555,0.81,Neutral,673.61,0.64,56.43,70.13,72.55,3.64
Uniqlo,Indonesia,2024,701.71,23.09,16,7924.58,136.5,779.88,180.91,62,0,10.47,111.04,6,1340,4409,0.21,Positive,455.19,0.27,75.38,61.05,22.12,1.99
Shein,Bangladesh,2018,644.15,25.81,6,18020.53,264.12,451.37,94.25,65,2,37.67,141.59,10,2024,7394,-0.36,Positive,502.09,0.16,54.25,85.97,40.0,3.24
Uniqlo,USA,2017,473.48,19.74,23,11957.46,269.86,725.69,220.59,43,3,14.59,153.74,12,3944,885,0.43,Negative,498.19,0.91,73.93,41.64,72.48,2.22
Uniqlo,Vietnam,2024,640.76,23.58,29,7771.57,229.89,609.27,54.2,46,0,12.14,107.93,8,4212,7138,0.35,Negative,237.64,0.29,86.79,98.27,31.68,3.7
H&M,Indonesia,2016,174.47,22.53,18,8882.7,263.65,912.12,228.67,51,2,21.29,112.85,19,9998,840,0.35,Negative,466.38,0.76,19.77,69.38,0.93,2.09
Uniqlo,China,2023,584.05,19.03,10,5380.97,159.05,813.27,146.42,61,1,15.07,120.25,3,4302,971,0.54,Positive,738.23,0.9,47.57,32.29,72.73,4.53
Shein,Germany,2022,529.85,18.71,28,9074.04,184.14,735.96,130.49,59,0,35.52,128.25,10,7921,7075,0.39,Positive,566.51,0.36,55.99,60.22,35.18,3.35
Uniqlo,Indonesia,2018,415.42,26.04,18,12143.49,173.71,739.37,188.38,42,0,38.05,127.77,7,5918,2594,-0.91,Positive,931.09,0.84,30.26,38.63,97.44,0.08
Uniqlo,UK,2019,648.12,18.91,25,15066.94,181.9,645.11,242.11,65,1,17.89,152.17,16,2411,5660,0.6,Negative,190.44,0.86,86.51,32.54,32.23,1.68
Zara,Brazil,2018,575.92,22.71,29,11133.25,137.14,1172.46,56.13,58,0,30.87,189.44,14,2713,921,-0.86,Negative,640.16,0.3,56.31,66.8,38.48,2.09
H&M,India,2021,743.25,19.94,12,8025.18,195.79,770.29,200.44,44,0,24.56,126.63,19,1820,4884,0.79,Neutral,601.27,0.23,44.98,59.7,87.35,1.54
Shein,Indonesia,2017,480.98,6.39,26,10286.55,207.75,304.81,66.25,64,1,30.34,107.46,13,3651,6234,0.55,Neutral,200.19,0.47,18.29,41.47,72.33,4.26
H&M,Vietnam,2017,409.82,26.5,20,16595.21,293.58,1214.75,259.53,44,1,21.84,117.67,17,6519,583,0.57,Negative,511.14,0.26,83.5,47.58,78.3,1.2
Uniqlo,Bangladesh,2021,606.73,18.59,16,9383.22,192.16,1188.94,58.55,44,0,20.44,107.39,15,4115,2608,-0.46,Neutral,456.3,0.48,41.48,43.38,90.66,0.3
H&M,USA,2017,525.43,22.26,7,9928.76,189.18,927.21,176.42,67,2,11.85,108.08,5,2330,5013,0.14,Positive,622.71,0.29,27.67,70.85,96.26,4.72
Zara,Brazil,2021,651.6,20.26,24,8260.37,161.26,595.03,194.38,42,2,20.42,109.8,6,1494,1168,-0.27,Positive,230.71,0.3,3.19,32.59,78.97,2.65
Forever 21,Brazil,2021,432.75,27.05,27,11667.28,198.73,700.39,93.05,69,2,29.7,193.96,4,4448,7506,0.46,Negative,382.38,0.49,84.58,55.55,83.47,3.06
Shein,China,2016,627.63,24.22,9,14328.46,133.48,842.47,90.37,50,0,36.85,104.68,16,5085,2612,0.34,Neutral,254.47,0.84,75.68,80.97,51.39,0.79
Shein,India,2018,581.82,19.84,22,9951.24,244.2,873.88,221.13,53,0,18.02,73.78,11,9357,7235,-0.05,Positive,603.79,0.17,14.1,92.92,54.36,1.98
Shein,Brazil,2015,599.91,29.49,28,8699.61,223.86,679.94,124.24,43,0,35.84,106.93,3,7147,3194,0.68,Positive,522.93,0.92,28.65,78.42,30.98,1.48
Uniqlo,Bangladesh,2024,588.01,14.95,14,11321.77,23.72,669.98,221.38,60,0,27.61,100.35,17,9891,5125,0.02,Positive,652.01,0.86,4.53,42.05,43.95,2.69
Forever 21,USA,2018,576.68,19.9,13,7599.56,248.69,510.91,273.14,63,0,14.13,158.84,18,800,4286,0.11,Negative,630.95,0.59,46.04,1.87,8.03,0.45
Shein,Vietnam,2022,542.14,15.96,11,7627.5,153.34,200.53,178.34,56,4,35.07,54.96,5,9092,7618,0.29,Negative,433.17,0.75,38.81,16.42,14.46,0.84
H&M,Vietnam,2021,475.8,17.45,21,6861.4,191.13,683.6,193.2,50,1,18.31,145.48,7,7141,95,0.06,Positive,562.74,0.91,12.53,70.37,11.37,1.69
H&M,India,2021,591.02,29.26,27,17829.84,315.83,801.88,140.51,52,1,39.84,59.76,8,4746,4821,-0.78,Negative,583.54,0.7,12.33,75.54,6.19,2.97
Zara,Turkey,2022,661.99,23.45,22,9823.62,209.34,906.6,239.31,41,1,35.1,127.76,10,6976,4667,-0.07,Neutral,560.26,0.79,54.3,18.1,26.9,2.84
Forever 21,Brazil,2015,512.32,29.75,11,11295.09,201.77,720.03,178.69,56,1,25.95,55.05,15,3713,3928,0.35,Negative,349.81,0.82,19.7,97.32,54.66,4.57
Shein,USA,2015,682.25,26.66,6,7168.64,255.66,686.34,192.49,59,0,12.89,126.87,13,3406,3505,-0.31,Negative,647.03,0.44,5.81,4.3,2.94,2.04
Zara,China,2024,572.18,23.96,12,9605.88,224.96,626.49,213.11,58,2,22.21,93.42,11,1640,700,0.49,Positive,235.74,0.92,96.31,78.6,84.91,1.99
Uniqlo,Turkey,2018,684.65,17.84,14,7326.61,154.5,1146.22,144.47,61,1,30.61,88.3,6,370,4557,0.9,Neutral,911.88,0.88,79.26,53.07,16.93,4.21
Forever 21,India,2021,604.3,23.05,27,14564.16,275.61,966.0,165.87,47,2,35.9,98.18,19,5717,707,-0.4,Neutral,328.28,0.83,77.33,81.38,32.22,4.85
Zara,China,2023,453.4,20.77,14,12407.67,299.89,853.24,260.58,43,0,37.4,86.82,12,6464,2146,0.81,Neutral,54.95,0.47,68.32,75.79,79.7,1.13
Shein,Turkey,2015,682.06,23.63,25,4785.99,230.53,869.07,94.83,54,1,13.19,121.33,13,1043,1141,0.59,Negative,298.56,0.34,64.33,9.83,1.23,2.49
Shein,India,2015,294.79,19.15,28,11219.76,303.25,795.21,136.98,61,0,17.88,79.23,3,5160,2266,0.39,Negative,74.12,0.87,13.6,26.76,88.52,2.35
Shein,Bangladesh,2023,642.26,21.12,16,8261.61,142.61,1219.82,169.99,54,2,10.72,115.7,18,2074,2531,0.45,Negative,966.53,0.45,9.83,87.71,40.0,4.58
Forever 21,Germany,2022,259.91,26.96,11,7047.18,149.61,1094.52,184.19,41,0,20.62,90.29,17,639,5637,0.05,Negative,486.23,0.87,86.17,98.92,24.16,0.17
H&M,Turkey,2019,636.35,19.14,27,13887.83,163.86,1001.96,200.2,66,1,29.86,144.65,7,7436,4970,0.85,Neutral,885.33,0.81,86.15,13.41,14.88,1.18
Shein,India,2021,454.34,30.44,9,7354.32,147.6,703.81,83.58,52,1,14.76,95.49,15,2903,6792,0.78,Negative,474.01,0.85,62.15,9.32,1.61,0.91
Zara,Turkey,2015,446.39,18.51,27,8237.15,218.67,846.07,129.51,63,0,22.65,89.34,6,364,902,0.57,Negative,718.27,0.84,70.06,83.12,10.89,2.29
Uniqlo,UK,2024,352.03,15.76,6,6483.94,163.38,753.46,55.27,64,3,16.79,112.09,18,1482,672,-0.32,Negative,514.71,0.64,71.23,43.05,19.34,4.3
Forever 21,India,2020,537.84,25.98,27,5538.99,207.49,374.65,248.99,53,3,15.36,164.06,7,3434,1071,-0.3,Negative,492.4,0.44,43.75,24.76,27.74,4.79
Shein,Indonesia,2024,639.98,12.69,18,14120.48,187.79,1010.8,64.1,54,2,25.24,81.07,19,2321,6780,-0.09,Negative,735.1,0.75,3.62,60.32,58.83,0.95
H&M,India,2021,210.19,27.39,16,9367.88,151.35,711.38,210.32,56,0,18.36,72.11,6,468,4065,0.15,Positive,174.36,0.57,83.77,19.62,86.02,4.06
Forever 21,USA,2017,573.37,14.0,26,10403.44,250.4,797.78,58.01,45,3,23.44,98.44,4,7610,321,0.7,Neutral,565.76,0.95,14.15,66.73,63.65,3.8
Uniqlo,China,2021,349.16,23.48,27,10946.45,275.75,903.64,163.74,43,1,33.68,101.07,13,7896,986,0.61,Neutral,639.52,0.81,8.13,25.74,44.99,2.71
H&M,Vietnam,2018,554.72,20.09,10,8004.62,268.07,945.36,134.23,42,0,35.36,56.99,9,7255,3040,0.07,Negative,258.74,0.38,13.93,18.24,22.49,4.33
Shein,Bangladesh,2022,788.55,19.05,16,13950.0,193.56,653.55,187.06,43,0,35.53,93.64,7,6685,6167,0.62,Positive,645.69,0.46,64.57,64.28,64.82,2.77
H&M,UK,2024,641.27,21.65,10,2302.05,233.4,428.74,40.78,61,3,10.2,108.69,14,4633,4109,0.19,Neutral,417.26,0.87,68.32,6.54,44.57,0.34
Zara,China,2022,273.26,19.43,16,11542.78,256.74,889.34,169.36,63,0,17.14,170.57,3,1100,6110,0.83,Positive,466.98,0.89,61.4,51.16,23.29,3.95
Shein,China,2020,497.35,18.83,28,8784.56,270.36,532.54,124.45,69,1,12.64,125.24,19,6759,1112,-0.29,Neutral,417.22,0.49,17.48,23.98,51.55,1.79
H&M,Turkey,2020,322.1,19.58,23,6985.74,241.69,996.33,70.98,40,2,19.93,138.27,8,5931,5554,-0.59,Neutral,674.36,0.72,64.76,39.97,89.83,2.17
Zara,India,2022,288.21,18.58,16,10159.17,63.54,707.71,173.18,68,2,11.24,145.19,13,5357,6515,0.46,Positive,478.04,0.55,0.38,66.66,81.97,2.93
Shein,Vietnam,2019,422.85,21.31,20,11240.52,213.08,1088.08,127.89,61,1,18.89,119.27,11,1873,7627,-0.19,Neutral,535.9,0.35,96.39,37.81,70.87,2.99
H&M,Indonesia,2020,482.15,17.65,8,16300.37,255.61,724.15,234.6,69,2,33.88,140.2,18,5047,1889,0.32,Negative,965.26,0.77,22.23,34.5,30.23,3.47
Shein,Indonesia,2023,659.27,18.69,20,8635.74,196.57,910.5,171.85,45,0,21.93,170.97,11,5576,297,-0.14,Positive,450.41,0.35,81.92,87.88,73.1,1.77
H&M,Brazil,2022,614.32,15.18,11,9058.04,208.52,983.26,143.53,51,0,26.54,93.75,15,4733,3587,0.56,Neutral,790.54,0.94,24.66,15.51,22.39,3.14
Forever 21,Germany,2020,779.85,26.07,29,15283.68,289.33,731.38,125.28,54,2,33.93,124.24,14,134,7860,0.87,Neutral,619.13,0.34,97.0,55.18,96.4,3.92
Uniqlo,Turkey,2020,440.67,24.11,17,16962.0,134.53,798.17,80.87,63,0,24.96,114.99,5,2100,472,-0.42,Neutral,502.36,0.26,83.86,3.0,69.17,2.86
Shein,India,2017,427.75,21.78,11,11976.86,244.94,671.52,113.82,65,1,19.36,152.26,14,9762,7855,-0.93,Positive,589.67,0.19,83.81,49.27,93.93,2.31
Zara,USA,2020,494.46,20.3,19,9922.03,269.01,1082.22,158.65,46,1,38.31,84.03,6,6994,1939,-0.53,Negative,625.71,0.25,16.4,34.43,61.53,0.4
Uniqlo,Bangladesh,2021,349.96,21.63,9,9976.92,262.66,735.57,135.44,59,0,24.32,128.88,3,740,212,-0.7,Negative,341.54,0.86,63.06,14.1,16.85,3.32
H&M,Brazil,2022,629.55,26.35,8,5585.97,194.89,833.97,125.28,58,0,34.91,105.78,19,8714,4023,-0.93,Positive,465.55,0.62,26.08,11.91,60.49,1.41
Forever 21,China,2016,454.97,20.19,19,10141.96,178.98,954.68,183.55,42,0,22.6,154.38,10,7977,5834,0.35,Neutral,621.41,0.74,34.3,22.39,95.86,4.88
Uniqlo,USA,2016,223.73,12.21,25,6180.66,249.13,649.24,111.21,47,2,37.54,123.77,18,8316,6370,-0.07,Negative,418.6,0.24,98.88,77.3,85.09,4.9
Uniqlo,Indonesia,2020,323.65,24.4,22,12565.6,145.72,946.61,75.19,59,0,22.9,134.11,15,893,5148,0.89,Positive,433.19,0.45,57.45,51.19,12.19,2.12
Zara,India,2018,398.1,24.95,17,8816.97,178.19,884.42,166.09,41,2,19.88,125.16,10,2265,6754,0.65,Neutral,509.83,0.13,74.6,97.64,31.77,1.38
Uniqlo,Germany,2020,377.56,21.47,17,11751.92,222.18,783.53,165.92,44,2,24.12,148.87,15,2814,6805,0.82,Positive,145.33,0.25,2.42,38.31,55.55,1.27
Uniqlo,China,2023,565.63,17.62,25,8930.44,222.45,842.3,128.66,53,0,25.61,143.1,14,4314,3198,-0.67,Negative,611.89,0.13,98.67,71.44,68.0,2.51
H&M,India,2024,707.36,18.48,11,13121.14,267.15,959.1,151.44,59,2,14.16,134.34,14,1416,7800,0.05,Positive,510.02,0.64,70.94,72.88,74.76,4.65
H&M,UK,2022,635.51,17.38,25,9892.8,287.82,719.13,171.71,64,3,38.95,102.91,5,8821,5400,0.49,Neutral,188.15,0.66,12.0,32.34,49.18,0.57
Zara,Indonesia,2021,288.18,21.76,11,9651.98,56.26,643.02,126.43,42,2,11.94,113.67,10,8081,1683,-0.3,Positive,454.28,0.8,15.91,2.34,8.92,4.83
H&M,Turkey,2015,844.25,24.07,17,7701.76,281.97,762.95,150.67,64,1,34.17,162.8,3,9978,6632,0.46,Positive,558.23,0.88,46.56,2.98,59.32,0.45
H&M,USA,2022,582.22,10.34,12,11899.23,229.74,895.13,177.75,49,0,28.85,153.84,18,263,5464,-0.14,Neutral,633.65,0.39,48.28,48.13,63.94,2.8
Uniqlo,UK,2020,517.84,20.16,26,10886.98,89.84,821.78,72.0,51,1,13.51,117.64,5,7918,5384,0.96,Negative,412.37,0.27,45.84,98.64,3.06,3.48
H&M,Turkey,2018,614.38,18.79,22,11399.06,255.95,604.98,123.57,56,1,26.44,90.82,8,751,2227,0.02,Negative,120.26,0.2,59.15,99.54,88.31,3.9
Forever 21,Germany,2020,633.62,24.09,29,16182.4,183.6,882.19,156.81,68,0,12.65,113.85,10,4248,2116,0.57,Negative,298.93,0.28,56.05,49.11,90.56,4.47
H&M,Germany,2018,534.8,12.1,23,10567.98,177.79,943.46,150.26,45,2,18.94,119.62,18,5423,7439,-0.61,Negative,484.9,0.26,51.11,67.77,31.63,0.65
Uniqlo,China,2020,560.73,21.69,14,11533.56,258.32,405.78,117.85,40,0,10.04,129.89,7,9656,3024,-0.78,Negative,203.39,0.16,10.48,24.29,62.71,4.31
Forever 21,Vietnam,2019,432.49,16.42,25,10351.74,238.37,899.18,89.38,45,2,38.12,110.36,12,6579,4053,-0.9,Negative,850.94,0.42,49.41,60.83,74.31,0.07
Zara,USA,2024,345.29,15.57,12,11109.44,282.34,636.8,173.9,51,1,11.47,140.07,14,8310,1559,-0.13,Neutral,233.56,0.36,78.67,40.97,55.17,0.78
Forever 21,Vietnam,2021,739.61,19.24,11,6691.13,119.17,1010.12,141.93,64,0,27.47,139.74,10,729,4544,-0.68,Positive,835.19,0.14,42.69,16.05,69.08,4.81
Uniqlo,Bangladesh,2019,634.65,21.96,22,10271.11,207.72,779.37,142.43,58,1,22.34,170.05,15,1207,4888,-0.74,Neutral,1009.44,0.88,54.95,42.54,6.85,3.33
Zara,Germany,2020,279.25,17.0,18,10892.16,133.19,1014.43,138.51,51,2,38.21,66.86,5,1769,198,-0.9,Positive,354.13,0.85,64.5,73.32,93.74,1.3
H&M,Indonesia,2016,719.21,22.52,21,10019.9,277.88,765.64,215.46,43,1,23.87,82.19,11,2686,1666,0.99,Neutral,842.93,0.62,58.58,84.5,52.43,1.11
Zara,Indonesia,2019,727.66,17.69,16,11867.22,136.02,701.52,165.52,67,0,36.79,136.79,5,5793,991,0.47,Negative,697.66,0.82,1.6,28.37,88.46,1.29
Uniqlo,India,2022,785.52,18.67,24,10055.39,238.78,825.13,222.23,68,1,10.23,122.05,4,6742,5641,0.29,Positive,191.93,0.84,90.07,83.91,54.37,3.52
H&M,Turkey,2016,782.99,15.17,6,8211.9,115.12,1093.01,63.92,61,1,38.68,91.88,15,1835,2869,-0.87,Negative,353.36,0.59,1.8,74.68,76.77,2.0
Uniqlo,Bangladesh,2021,571.74,24.05,16,6208.91,195.12,622.39,76.86,58,1,35.65,134.66,10,3193,3457,0.06,Positive,282.41,0.74,64.65,30.36,90.12,3.14
Uniqlo,Indonesia,2017,972.37,25.73,18,3863.15,201.05,826.25,122.26,51,0,23.34,84.63,9,4370,5380,-0.71,Neutral,569.69,0.38,98.14,11.11,16.07,4.95
H&M,Germany,2021,553.52,23.29,9,7914.97,121.17,826.57,119.98,63,1,36.48,104.81,8,6792,1122,0.11,Neutral,1144.59,0.81,6.37,35.72,97.75,1.06
Forever 21,Turkey,2018,749.19,21.05,8,6735.29,363.39,388.66,133.75,60,1,21.45,61.11,13,3919,4537,0.45,Negative,348.13,0.34,1.38,7.68,88.29,4.03
H&M,USA,2016,410.68,19.18,16,2464.08,81.2,582.18,94.11,60,1,11.9,118.04,15,2241,2203,0.76,Neutral,570.93,0.34,57.11,24.54,82.26,0.43
Zara,India,2023,289.29,12.55,14,5463.84,167.49,751.54,121.06,48,1,13.04,135.38,9,7661,1150,-0.0,Positive,364.15,0.8,75.61,51.62,6.47,4.9
Shein,India,2019,274.45,14.97,19,9011.49,242.8,848.95,147.86,55,0,17.54,121.46,9,4252,1359,0.26,Negative,571.13,0.5,10.13,89.54,54.53,2.41
Uniqlo,India,2021,447.12,23.89,7,9480.44,190.0,1064.39,145.49,42,1,32.07,125.52,17,7632,3745,0.8,Negative,523.49,0.98,13.25,8.3,89.76,4.49
Zara,Bangladesh,2021,640.46,21.03,14,16387.53,169.34,723.15,120.77,44,3,10.18,119.5,13,6050,3991,0.33,Neutral,257.38,0.19,31.09,88.21,51.05,4.13
Zara,Vietnam,2019,615.04,17.87,21,10831.18,324.13,743.16,152.93,46,2,28.34,153.27,17,5096,5343,-0.4,Neutral,605.25,0.43,9.01,32.28,96.68,2.43
Shein,Germany,2015,839.75,17.74,13,7200.49,177.56,1069.04,185.21,66,3,25.87,122.32,7,6180,2075,-0.05,Positive,651.13,0.81,78.33,93.6,13.78,2.61
Forever 21,Brazil,2015,451.29,27.12,26,14123.48,207.65,933.5,125.79,68,3,27.5,108.94,16,6688,901,-0.51,Positive,346.45,0.35,5.87,11.03,27.03,3.39
Forever 21,USA,2016,514.0,13.25,17,7682.73,180.69,825.2,153.53,64,1,22.58,83.73,10,1998,2531,0.26,Neutral,693.6,0.98,78.55,53.16,85.94,2.8
H&M,India,2020,656.77,19.18,6,7970.02,179.52,1163.37,206.21,53,1,12.94,85.56,18,5462,5475,-0.1,Positive,381.74,0.3,42.61,48.69,0.9,0.57
Uniqlo,UK,2022,458.72,24.79,24,9484.29,303.62,522.94,36.58,57,0,29.0,94.69,7,1225,4306,0.11,Neutral,645.79,0.16,35.08,33.06,80.76,1.45
Forever 21,USA,2017,457.01,23.48,18,7487.26,299.41,803.48,155.83,48,0,38.2,102.14,3,420,1890,-0.49,Neutral,656.1,0.92,32.18,48.02,60.93,0.96
Uniqlo,India,2020,729.82,24.13,20,8853.06,116.49,799.18,240.36,41,0,28.32,111.28,11,4736,7051,0.78,Neutral,386.61,0.85,47.34,49.18,88.14,0.25
Uniqlo,Indonesia,2021,434.49,15.95,20,7893.66,145.06,641.72,136.38,67,0,39.51,139.63,9,3407,5762,0.7,Neutral,405.62,0.35,88.99,63.6,19.44,3.93
Forever 21,Germany,2021,521.07,24.13,14,6681.84,179.89,1041.65,127.8,44,1,14.97,114.82,4,6873,7025,-0.21,Positive,665.97,0.65,29.52,14.13,96.42,2.82
Forever 21,Brazil,2018,426.28,16.54,28,12388.28,133.47,699.42,202.83,63,2,20.6,136.76,9,8271,4097,-0.43,Positive,363.6,0.95,22.1,44.09,35.56,2.45
Uniqlo,Vietnam,2020,610.71,14.23,17,11355.47,171.07,621.55,155.13,50,2,39.25,155.43,10,9214,4650,0.59,Positive,362.45,0.97,70.93,95.67,25.36,1.5
Forever 21,USA,2019,379.25,8.32,6,9791.6,127.35,646.84,104.91,49,1,17.76,135.83,17,3664,160,0.34,Negative,342.69,0.23,76.96,36.08,99.39,3.36
Uniqlo,USA,2017,576.7,23.67,8,10058.68,161.1,787.07,193.98,49,1,35.41,74.9,15,4589,5313,0.13,Neutral,527.01,0.25,75.54,28.46,26.88,3.85
Zara,Vietnam,2019,433.36,24.85,13,6026.54,209.8,696.53,154.25,46,2,21.69,117.23,16,6554,6381,-0.57,Negative,324.73,0.95,92.41,30.06,0.28,2.58
Shein,Germany,2023,401.93,24.2,26,8566.92,320.24,634.75,256.2,55,1,22.46,115.62,8,2407,6510,-0.88,Neutral,735.62,0.25,40.17,35.35,89.56,2.73
Zara,UK,2021,720.75,24.96,9,7054.61,203.51,918.08,181.5,40,3,28.39,130.26,12,3024,1818,-0.12,Neutral,495.89,0.91,73.22,74.61,8.69,3.09
Forever 21,China,2022,686.09,13.95,9,11223.47,310.05,1110.61,122.1,43,3,30.65,133.0,19,8910,4809,-0.76,Neutral,405.32,0.99,94.26,37.01,57.73,4.44
Shein,China,2023,880.86,19.31,10,6239.08,260.78,1004.19,173.05,65,1,15.48,146.86,9,6856,5338,0.19,Positive,622.31,0.77,13.7,5.58,25.48,0.45
Zara,Turkey,2024,444.06,17.79,8,11474.07,259.36,864.42,117.67,47,2,23.42,79.24,9,6381,5337,-0.96,Neutral,529.71,0.28,16.16,58.29,76.96,1.17
Zara,Indonesia,2020,590.87,21.5,19,7429.14,205.15,607.71,171.92,60,3,22.34,106.3,14,9448,7842,0.44,Neutral,578.23,0.55,17.49,8.51,22.61,4.6
H&M,Indonesia,2020,330.97,23.88,6,10814.85,175.62,572.39,89.58,62,2,15.76,120.92,15,3019,207,0.7,Positive,583.78,0.59,53.46,68.42,77.77,0.85
Forever 21,Vietnam,2018,377.01,26.21,15,11091.72,120.06,688.88,184.24,65,2,30.39,127.6,6,6983,3259,0.99,Positive,347.32,0.78,48.54,5.0,19.16,1.49
Shein,Vietnam,2016,379.76,1.34,12,7789.79,119.39,396.75,169.22,62,3,14.33,138.14,3,820,4394,0.64,Negative,671.68,0.66,56.26,54.53,29.0,4.69
H&M,Germany,2019,607.84,14.28,21,10740.12,222.19,587.11,82.07,65,2,16.48,106.93,12,8256,7088,-0.3,Negative,638.74,0.26,46.41,11.02,65.3,0.85
Uniqlo,India,2021,562.28,23.77,28,8788.23,117.9,832.5,62.88,44,2,12.3,110.96,12,2164,4349,-0.77,Negative,422.23,0.6,4.64,18.74,19.02,2.41
Uniqlo,China,2023,476.0,11.78,18,11718.64,138.04,740.91,183.85,62,2,36.8,101.93,13,7817,2097,0.87,Neutral,576.27,0.56,32.43,50.63,72.94,2.08
Uniqlo,Turkey,2019,406.34,18.91,18,14864.52,136.18,790.77,149.71,62,0,34.35,117.15,13,9906,6486,-0.5,Positive,460.91,0.8,58.36,67.64,86.18,0.13
Forever 21,Bangladesh,2021,748.7,21.0,23,8230.42,60.54,638.82,194.92,55,0,13.07,123.31,17,8613,3761,-0.16,Negative,505.68,0.99,82.5,33.57,74.85,2.16
Zara,Germany,2016,523.15,20.26,21,11078.39,206.62,825.48,231.62,42,0,22.97,106.28,13,1846,6888,0.93,Neutral,398.06,0.6,81.33,77.25,66.08,4.52
Shein,UK,2021,508.28,24.65,21,4368.46,183.06,929.87,143.97,64,1,20.87,66.72,4,7363,1002,0.54,Negative,655.02,0.67,75.22,43.97,24.96,2.13
Shein,UK,2016,477.55,18.5,29,5718.61,228.67,612.48,94.45,69,1,13.97,104.85,6,9642,968,0.21,Positive,187.01,0.98,3.04,28.93,28.13,4.91
Forever 21,Germany,2020,537.0,18.55,19,16093.65,177.56,741.38,216.31,69,2,15.45,98.25,8,5139,4191,0.38,Positive,309.48,0.92,57.63,90.34,33.96,0.21
Zara,Vietnam,2018,487.13,19.95,8,12871.76,157.5,493.29,235.34,62,0,29.32,137.34,19,8450,3435,0.66,Negative,272.76,0.24,98.18,68.38,78.01,4.99
Forever 21,India,2021,382.36,20.04,15,12502.11,202.5,732.0,143.43,44,0,34.11,129.51,10,1925,97,-0.76,Positive,572.36,0.13,87.37,64.49,64.64,4.82
Forever 21,UK,2017,420.97,26.93,20,8543.67,202.05,1042.81,107.03,47,1,27.61,142.6,5,2637,4910,-0.21,Negative,676.29,0.2,12.51,8.38,18.07,2.48
Uniqlo,China,2022,578.01,24.2,7,8396.94,233.51,580.74,137.99,43,0,28.64,110.03,3,5985,7558,-0.34,Negative,542.47,0.74,44.01,92.12,24.12,0.77
Uniqlo,Turkey,2018,637.27,17.88,12,13104.3,194.96,811.1,176.14,58,2,18.93,126.61,5,3654,7072,0.17,Neutral,714.32,0.27,23.61,58.01,40.14,2.71
Zara,USA,2022,463.68,11.75,23,16227.16,264.64,854.52,94.7,68,2,16.55,76.8,8,3250,6378,-0.93,Negative,490.38,0.42,25.82,0.83,92.86,1.57
Zara,Turkey,2023,902.36,20.37,20,12070.5,121.62,1094.54,83.85,40,1,20.08,100.06,3,7236,815,-0.13,Neutral,312.49,0.88,3.08,35.54,42.98,3.72
Shein,Bangladesh,2024,413.5,15.71,27,8425.15,134.35,738.5,189.55,40,2,34.82,111.4,17,4320,1166,0.71,Positive,312.42,0.26,89.42,53.58,71.45,2.27
Forever 21,UK,2023,391.36,20.61,21,17536.32,209.9,763.06,169.68,67,1,14.5,100.49,14,5232,391,-0.49,Negative,459.43,0.52,2.05,9.71,28.73,1.67
Uniqlo,Turkey,2019,372.59,22.68,15,12093.05,102.93,1068.68,196.01,42,0,16.08,146.99,19,7441,3391,-0.17,Positive,471.45,0.61,23.28,73.82,5.98,2.09
Zara,USA,2019,356.36,23.11,19,8474.68,174.26,432.64,183.02,62,1,32.1,118.0,18,6995,5207,-0.97,Negative,749.94,0.67,40.57,45.29,29.63,0.64
Shein,Brazil,2022,255.31,15.81,16,13618.7,228.35,1053.25,90.79,47,0,28.12,141.0,10,4198,2299,0.17,Neutral,290.86,0.15,87.18,87.77,85.28,3.87
